
time,ax,ay,az,wx,wy,wz,
14.922,-2.12,0.75,-1.73,0.02,-0.20,0.04,
15.015,-2.12,0.75,-1.73,-0.01,-0.23,0.10,
15.016,-1.84,0.78,-1.88,-0.01,-0.23,0.10,
15.016,-1.84,0.78,-1.88,-0.04,-0.27,0.15,
15.016,-1.46,0.83,-2.07,-0.04,-0.27,0.15,
15.017,-1.46,0.83,-2.07,-0.08,-0.31,0.19,
15.017,-1.01,0.81,-2.24,-0.08,-0.31,0.19,
15.018,-1.01,0.81,-2.24,-0.13,-0.35,0.21,
15.018,-0.68,0.77,-2.37,-0.13,-0.35,0.21,
15.019,-0.68,0.77,-2.37,-0.19,-0.38,0.22,
15.019,-0.38,0.72,-2.44,-0.19,-0.38,0.22,
15.019,-0.16,0.69,-2.37,-0.19,-0.38,0.22,
15.02,-0.16,0.69,-2.37,-0.26,-0.41,0.21,
15.02,-0.16,0.69,-2.37,-0.33,-0.43,0.21,
15.02,-0.03,0.72,-2.29,-0.33,-0.43,0.21,
15.021,-0.03,0.72,-2.29,-0.39,-0.44,0.20,
15.021,0.07,0.74,-2.13,-0.39,-0.44,0.20,
15.022,0.07,0.74,-2.13,-0.46,-0.45,0.18,
15.022,0.21,0.71,-1.96,-0.46,-0.45,0.18,
15.023,0.31,0.66,-1.72,-0.46,-0.45,0.18,
15.023,0.31,0.66,-1.72,-0.51,-0.45,0.17,
15.023,0.39,0.59,-1.51,-0.51,-0.45,0.17,
15.024,0.39,0.59,-1.51,-0.56,-0.45,0.15,
15.024,0.39,0.59,-1.51,-0.60,-0.44,0.14,
15.024,0.43,0.50,-1.39,-0.60,-0.44,0.14,
15.025,0.42,0.44,-1.27,-0.60,-0.44,0.14,
15.025,0.42,0.44,-1.27,-0.64,-0.43,0.13,
15.025,0.42,0.44,-1.27,-0.68,-0.41,0.12,
15.026,0.39,0.35,-1.12,-0.68,-0.41,0.12,
15.026,0.39,0.35,-1.12,-0.71,-0.39,0.11,
15.027,0.40,0.23,-1.01,-0.71,-0.39,0.11,
15.027,0.40,0.23,-1.01,-0.73,-0.37,0.10,
15.027,0.35,0.12,-0.93,-0.73,-0.37,0.10,
15.028,0.35,0.12,-0.93,-0.76,-0.36,0.10,
15.028,0.36,0.04,-0.88,-0.76,-0.36,0.10,
15.029,0.36,0.04,-0.88,-0.78,-0.35,0.10,
15.029,0.24,-0.03,-0.83,-0.78,-0.35,0.10,
15.029,0.21,-0.10,-0.82,-0.78,-0.35,0.10,
15.03,0.21,-0.10,-0.82,-0.80,-0.34,0.10,
15.03,0.21,-0.10,-0.82,-0.81,-0.34,0.10,
15.03,0.08,-0.18,-0.82,-0.81,-0.34,0.10,
15.03,0.08,-0.18,-0.82,-0.83,-0.35,0.10,
15.031,0.08,-0.18,-0.82,-0.85,-0.35,0.10,
15.031,0.00,-0.25,-0.79,-0.85,-0.35,0.10,
15.031,-0.06,-0.28,-0.68,-0.85,-0.35,0.10,
15.061,-0.06,-0.28,-0.68,-0.86,-0.36,0.10,
15.062,-0.28,-0.29,-0.54,-0.86,-0.36,0.10,
15.062,-0.28,-0.29,-0.54,-0.87,-0.36,0.10,
15.063,-0.46,-0.34,-0.38,-0.87,-0.36,0.10,
15.063,-0.64,-0.35,-0.27,-0.87,-0.36,0.10,
15.063,-0.64,-0.35,-0.27,-0.87,-0.36,0.11,
15.064,-0.64,-0.35,-0.27,-0.87,-0.35,0.11,
15.064,-0.82,-0.25,-0.11,-0.87,-0.35,0.11,
15.064,-0.96,-0.19,0.05,-0.87,-0.35,0.11,
15.065,-0.96,-0.19,0.05,-0.86,-0.34,0.12,
15.065,-0.96,-0.19,0.05,-0.85,-0.32,0.13,
15.066,-1.06,-0.02,0.10,-0.85,-0.32,0.13,
15.066,-1.06,-0.02,0.10,-0.82,-0.30,0.14,
15.066,-1.17,0.09,0.17,-0.82,-0.30,0.14,
15.068,-1.17,0.09,0.17,-0.80,-0.30,0.16,
15.068,-1.28,0.19,0.09,-0.80,-0.30,0.16,
15.077,-1.28,0.19,0.09,-0.78,-0.27,0.17,
15.078,-1.31,0.31,0.10,-0.78,-0.27,0.17,
15.078,-1.39,0.40,0.18,-0.78,-0.27,0.17,
15.079,-1.39,0.40,0.18,-0.76,-0.24,0.18,
15.082,-1.39,0.40,0.18,-0.74,-0.22,0.19,
15.082,-1.51,0.43,0.10,-0.74,-0.22,0.19,
15.111,-1.51,0.43,0.10,-0.72,-0.20,0.20,
15.111,-1.53,0.48,-0.01,-0.72,-0.20,0.20,
15.111,-1.58,0.50,-0.11,-0.72,-0.20,0.20,
15.112,-1.58,0.50,-0.11,-0.71,-0.18,0.21,
15.112,-1.63,0.60,-0.21,-0.71,-0.18,0.21,
15.112,-1.63,0.60,-0.21,-0.70,-0.17,0.22,
15.113,-1.76,0.63,-0.31,-0.70,-0.17,0.22,
15.113,-1.76,0.63,-0.31,-0.70,-0.18,0.24,
15.113,-1.84,0.60,-0.51,-0.70,-0.18,0.24,
15.114,-1.84,0.60,-0.51,-0.70,-0.19,0.26,
15.114,-1.84,0.60,-0.51,-0.71,-0.18,0.28,
15.114,-2.03,0.43,-0.62,-0.71,-0.18,0.28,
15.146,-2.03,0.44,-0.79,-0.71,-0.18,0.28,
15.147,-2.03,0.44,-0.79,-0.73,-0.19,0.31,
15.147,-2.07,0.46,-0.92,-0.73,-0.19,0.31,
15.147,-2.07,0.46,-0.92,-0.76,-0.21,0.34,
15.148,-2.14,0.45,-1.01,-0.76,-0.21,0.34,
15.148,-2.14,0.45,-1.01,-0.79,-0.23,0.37,
15.148,-2.14,0.45,-1.01,-0.82,-0.25,0.40,
15.149,-2.08,0.39,-1.18,-0.82,-0.25,0.40,
15.149,-2.08,0.39,-1.18,-0.86,-0.25,0.44,
15.149,-2.00,0.30,-1.26,-0.86,-0.25,0.44,
15.15,-1.88,0.15,-1.32,-0.86,-0.25,0.44,
15.15,-1.88,0.15,-1.32,-0.90,-0.26,0.48,
15.15,-1.68,-0.03,-1.39,-0.90,-0.26,0.48,
15.151,-1.68,-0.03,-1.39,-0.95,-0.28,0.52,
15.151,-1.41,-0.16,-1.40,-0.95,-0.28,0.52,
15.152,-1.41,-0.16,-1.40,-1.00,-0.29,0.55,
15.157,-1.17,-0.30,-1.43,-1.00,-0.29,0.55,
15.157,-1.17,-0.30,-1.43,-1.05,-0.31,0.59,
15.161,-1.09,-0.48,-1.29,-1.05,-0.31,0.59,
15.161,-1.09,-0.48,-1.29,-1.11,-0.33,0.62,
15.164,-0.88,-0.63,-1.15,-1.11,-0.33,0.62,
15.165,-0.88,-0.63,-1.15,-1.16,-0.36,0.66,
15.17,-0.49,-0.81,-0.92,-1.16,-0.36,0.66,
15.171,-0.49,-0.81,-0.92,-1.22,-0.40,0.70,
15.176,-0.05,-1.00,-0.61,-1.22,-0.40,0.70,
15.176,-0.05,-1.00,-0.61,-1.27,-0.44,0.74,
15.18,-0.05,-1.00,-0.61,-1.30,-0.48,0.76,
15.18,0.51,-1.18,-0.17,-1.30,-0.48,0.76,
15.184,0.51,-1.18,-0.17,-1.33,-0.51,0.77,
15.185,1.12,-1.37,0.28,-1.33,-0.51,0.77,
15.197,1.12,-1.37,0.28,-1.34,-0.54,0.77,
15.197,1.62,-1.46,0.75,-1.34,-0.54,0.77,
15.198,1.62,-1.46,0.75,-1.33,-0.55,0.75,
15.198,2.13,-1.56,1.29,-1.33,-0.55,0.75,
15.199,2.13,-1.56,1.29,-1.30,-0.55,0.72,
15.199,2.53,-1.59,1.80,-1.30,-0.55,0.72,
15.204,2.53,-1.59,1.80,-1.25,-0.53,0.67,
15.205,2.90,-1.64,2.44,-1.25,-0.53,0.67,
15.241,2.90,-1.64,2.44,-1.18,-0.50,0.62,
15.242,3.32,-1.73,2.94,-1.18,-0.50,0.62,
15.243,3.71,-1.80,3.40,-1.18,-0.50,0.62,
15.243,3.71,-1.80,3.40,-1.09,-0.44,0.57,
15.243,3.96,-1.82,3.82,-1.09,-0.44,0.57,
15.244,3.96,-1.82,3.82,-0.98,-0.37,0.50,
15.244,4.21,-1.81,4.12,-0.98,-0.37,0.50,
15.244,4.21,-1.81,4.12,-0.86,-0.29,0.42,
15.245,4.26,-1.74,4.21,-0.86,-0.29,0.42,
15.245,4.26,-1.74,4.21,-0.72,-0.20,0.35,
15.246,4.33,-1.71,4.27,-0.72,-0.20,0.35,
15.246,4.33,-1.71,4.27,-0.59,-0.13,0.27,
15.246,4.33,-1.71,4.27,-0.45,-0.06,0.19,
15.247,4.44,-1.65,4.23,-0.45,-0.06,0.19,
15.247,4.44,-1.65,4.23,-0.32,-0.01,0.11,
15.247,4.40,-1.57,4.08,-0.32,-0.01,0.11,
15.248,4.40,-1.57,4.08,-0.20,0.04,0.04,
15.248,3.94,-1.36,3.88,-0.20,0.04,0.04,
15.253,3.94,-1.36,3.88,-0.09,0.10,-0.02,
15.254,3.82,-1.42,3.63,-0.09,0.10,-0.02,
15.258,3.82,-1.42,3.63,0.02,0.15,-0.07,
15.259,3.61,-1.39,3.34,0.02,0.15,-0.07,
15.263,3.61,-1.39,3.34,0.11,0.18,-0.13,
15.263,3.34,-1.29,3.09,0.11,0.18,-0.13,
15.267,3.34,-1.29,3.09,0.19,0.21,-0.17,
15.268,2.90,-1.21,2.79,0.19,0.21,-0.17,
15.273,2.46,-1.18,2.44,0.19,0.21,-0.17,
15.274,2.46,-1.18,2.44,0.26,0.24,-0.21,
15.277,1.91,-1.19,2.04,0.26,0.24,-0.21,
15.278,1.91,-1.19,2.04,0.31,0.28,-0.23,
15.283,1.91,-1.19,2.04,0.35,0.32,-0.24,
15.283,1.42,-1.14,1.63,0.35,0.32,-0.24,
15.288,1.42,-1.14,1.63,0.37,0.37,-0.24,
15.289,1.11,-1.08,1.32,0.37,0.37,-0.24,
15.293,0.86,-0.95,1.05,0.37,0.37,-0.24,
15.293,0.86,-0.95,1.05,0.38,0.43,-0.23,
15.298,0.56,-0.91,0.84,0.38,0.43,-0.23,
15.298,0.56,-0.91,0.84,0.39,0.48,-0.23,
15.302,0.19,-0.89,0.76,0.39,0.48,-0.23,
15.302,0.19,-0.89,0.76,0.39,0.52,-0.24,
15.314,0.19,-0.89,0.76,0.38,0.54,-0.23,
15.316,-0.24,-0.86,0.83,0.38,0.54,-0.23,
15.316,-0.64,-0.85,1.00,0.38,0.54,-0.23,
15.317,-0.64,-0.85,1.00,0.38,0.54,-0.23,
15.317,-0.64,-0.85,1.00,0.39,0.50,-0.21,
15.318,-0.96,-0.76,1.23,0.39,0.50,-0.21,
15.366,-0.96,-0.76,1.23,0.42,0.43,-0.19,
15.367,-1.23,-0.67,1.44,0.42,0.43,-0.19,
15.367,-1.23,-0.67,1.44,0.47,0.35,-0.16,
15.367,-1.37,-0.57,1.63,0.47,0.35,-0.16,
15.368,-1.37,-0.57,1.63,0.53,0.27,-0.13,
15.368,-1.55,-0.44,1.66,0.53,0.27,-0.13,
15.368,-1.68,-0.33,1.56,0.53,0.27,-0.13,
15.369,-1.68,-0.33,1.56,0.60,0.21,-0.09,
15.369,-1.72,-0.24,1.33,0.60,0.21,-0.09,
15.37,-1.72,-0.24,1.33,0.67,0.16,-0.06,
15.37,-1.68,-0.19,1.04,0.67,0.16,-0.06,
15.37,-1.68,-0.19,1.04,0.74,0.13,-0.02,
15.371,-1.68,-0.19,1.04,0.80,0.12,0.02,
15.371,-1.49,-0.13,0.66,0.80,0.12,0.02,
15.371,-1.19,-0.06,0.34,0.80,0.12,0.02,
15.372,-1.19,-0.06,0.34,0.85,0.12,0.06,
15.407,-1.19,-0.06,0.34,0.88,0.14,0.09,
15.407,-0.73,0.01,-0.01,0.88,0.14,0.09,
15.407,-0.26,0.08,-0.38,0.88,0.14,0.09,
15.408,-0.26,0.08,-0.38,0.90,0.17,0.10,
15.408,-0.26,0.08,-0.38,0.91,0.21,0.11,
15.409,0.16,0.17,-0.70,0.91,0.21,0.11,
15.409,0.65,0.23,-1.01,0.91,0.21,0.11,
15.409,0.65,0.23,-1.01,0.90,0.27,0.10,
15.41,0.65,0.23,-1.01,0.88,0.32,0.08,
15.41,1.19,0.25,-1.04,0.88,0.32,0.08,
15.41,1.19,0.25,-1.04,0.86,0.39,0.04,
15.411,1.68,0.27,-0.98,0.86,0.39,0.04,
15.411,1.68,0.27,-0.98,0.84,0.44,-0.01,
15.412,1.96,0.34,-0.75,0.84,0.44,-0.01,
15.412,2.25,0.38,-0.64,0.84,0.44,-0.01,
15.412,2.25,0.38,-0.64,0.82,0.47,-0.06,
15.413,2.25,0.38,-0.64,0.81,0.51,-0.13,
15.413,2.24,0.44,-0.17,0.81,0.51,-0.13,
15.414,2.41,0.39,0.19,0.81,0.51,-0.13,
15.414,2.41,0.39,0.19,0.80,0.49,-0.19,
15.414,2.34,0.35,0.51,0.80,0.49,-0.19,
15.415,2.34,0.35,0.51,0.82,0.47,-0.26,
15.415,2.34,0.35,0.51,0.85,0.48,-0.32,
15.415,2.05,0.27,0.79,0.85,0.48,-0.32,
15.459,1.87,0.14,1.03,0.85,0.48,-0.32,
15.459,1.87,0.14,1.03,0.89,0.50,-0.38,
15.46,1.87,0.14,1.03,0.94,0.53,-0.44,
15.46,1.56,0.05,1.14,0.94,0.53,-0.44,
15.46,1.56,0.05,1.14,1.00,0.56,-0.49,
15.461,1.06,-0.00,1.14,1.00,0.56,-0.49,
15.461,0.74,-0.09,1.18,1.00,0.56,-0.49,
15.461,0.74,-0.09,1.18,1.06,0.60,-0.53,
15.462,0.74,-0.09,1.18,1.12,0.65,-0.56,
15.462,0.42,-0.19,1.12,1.12,0.65,-0.56,
15.462,0.42,-0.19,1.12,1.18,0.70,-0.58,
15.463,-0.03,-0.24,0.91,1.18,0.70,-0.58,
15.463,-0.33,-0.37,0.72,1.18,0.70,-0.58,
15.463,-0.33,-0.37,0.72,1.23,0.74,-0.60,
15.464,-0.33,-0.37,0.72,1.28,0.77,-0.61,
15.464,-0.83,-0.28,0.19,1.28,0.77,-0.61,
15.464,-1.22,-0.44,-0.17,1.28,0.77,-0.61,
15.465,-1.22,-0.44,-0.17,1.30,0.78,-0.60,
15.465,-1.41,-0.52,-0.83,1.30,0.78,-0.60,
15.465,-1.41,-0.52,-0.83,1.31,0.77,-0.58,
15.467,-1.68,-0.68,-1.19,1.31,0.77,-0.58,
15.468,-1.68,-0.68,-1.19,1.29,0.73,-0.56,
15.473,-1.68,-0.68,-1.19,1.27,0.70,-0.54,
15.474,-1.96,-0.72,-1.34,1.27,0.70,-0.54,
15.478,-1.96,-0.72,-1.34,1.23,0.67,-0.51,
15.478,-2.20,-0.82,-1.50,1.23,0.67,-0.51,
15.482,-2.30,-0.81,-1.62,1.23,0.67,-0.51,
15.483,-2.30,-0.81,-1.62,1.20,0.66,-0.46,
15.487,-2.46,-0.71,-1.77,1.20,0.66,-0.46,
15.488,-2.46,-0.71,-1.77,1.16,0.65,-0.42,
15.495,-2.52,-0.60,-1.90,1.16,0.65,-0.42,
15.496,-2.52,-0.60,-1.90,1.12,0.64,-0.38,
15.498,-2.52,-0.60,-1.90,1.08,0.63,-0.32,
15.499,-2.33,-0.46,-2.18,1.08,0.63,-0.32,
15.502,-2.33,-0.46,-2.18,1.04,0.60,-0.27,
15.502,-2.13,-0.40,-2.51,1.04,0.60,-0.27,
15.525,-1.88,-0.39,-2.78,1.04,0.60,-0.27,
15.526,-1.88,-0.39,-2.78,0.98,0.55,-0.22,
15.527,-1.88,-0.39,-2.78,0.91,0.50,-0.17,
15.527,-1.49,-0.41,-2.95,0.91,0.50,-0.17,
15.527,-1.05,-0.38,-3.04,0.91,0.50,-0.17,
15.528,-1.05,-0.38,-3.04,0.83,0.45,-0.13,
15.528,-1.05,-0.38,-3.04,0.74,0.39,-0.11,
15.528,-0.67,-0.36,-2.99,0.74,0.39,-0.11,
15.529,-0.67,-0.36,-2.99,0.66,0.34,-0.10,
15.529,-0.32,-0.27,-2.88,0.66,0.34,-0.10,
15.532,0.07,-0.16,-2.62,0.66,0.34,-0.10,
15.532,0.07,-0.16,-2.62,0.59,0.30,-0.10,
15.536,0.07,-0.16,-2.62,0.52,0.29,-0.10,
15.536,0.39,-0.09,-2.34,0.52,0.29,-0.10,
15.541,0.39,-0.09,-2.34,0.46,0.29,-0.11,
15.541,0.76,-0.11,-1.95,0.46,0.29,-0.11,
15.545,1.07,0.00,-1.63,0.46,0.29,-0.11,
15.546,1.07,0.00,-1.63,0.42,0.30,-0.13,
15.55,1.00,0.16,-1.36,0.42,0.30,-0.13,
15.551,1.00,0.16,-1.36,0.39,0.31,-0.17,
15.562,1.00,0.16,-1.36,0.38,0.31,-0.21,
15.562,0.56,0.33,-1.18,0.38,0.31,-0.21,
15.563,-0.05,0.49,-1.11,0.38,0.31,-0.21,
15.563,-0.05,0.49,-1.11,0.37,0.32,-0.24,
15.565,-0.62,0.60,-1.12,0.37,0.32,-0.24,
15.565,-0.62,0.60,-1.12,0.36,0.32,-0.24,
15.569,-1.03,0.73,-1.26,0.36,0.32,-0.24,
15.57,-1.03,0.73,-1.26,0.35,0.30,-0.23,
15.598,-1.16,0.84,-1.33,0.35,0.30,-0.23,
15.598,-1.16,0.84,-1.33,0.34,0.26,-0.21,
15.599,-1.34,0.88,-1.46,0.34,0.26,-0.21,
15.599,-1.34,0.88,-1.46,0.31,0.21,-0.18,
15.599,-1.58,0.91,-1.56,0.31,0.21,-0.18,
15.6,-1.58,0.91,-1.56,0.28,0.14,-0.15,
15.6,-1.58,0.91,-1.56,0.25,0.06,-0.12,
15.6,-1.72,1.03,-1.73,0.25,0.06,-0.12,
15.601,-1.72,1.03,-1.73,0.21,-0.03,-0.08,
15.601,-1.83,1.10,-1.94,0.21,-0.03,-0.08,
15.601,-1.96,1.11,-2.21,0.21,-0.03,-0.08,
15.602,-1.96,1.11,-2.21,0.16,-0.12,-0.03,
15.631,-1.96,1.11,-2.21,0.11,-0.18,0.02,
15.631,-1.99,1.05,-2.51,0.11,-0.18,0.02,
15.631,-1.99,1.05,-2.51,0.06,-0.24,0.06,
15.632,-1.84,0.97,-2.81,0.06,-0.24,0.06,
15.632,-1.68,0.90,-3.04,0.06,-0.24,0.06,
15.632,-1.68,0.90,-3.04,-0.01,-0.30,0.11,
15.633,-1.44,0.82,-3.28,-0.01,-0.30,0.11,
15.633,-1.44,0.82,-3.28,-0.09,-0.34,0.14,
15.633,-1.16,0.75,-3.39,-0.09,-0.34,0.14,
15.634,-1.16,0.75,-3.39,-0.17,-0.38,0.17,
15.634,-0.80,0.67,-3.41,-0.17,-0.38,0.17,
15.634,-0.80,0.67,-3.41,-0.27,-0.41,0.19,
15.635,-0.53,0.64,-3.40,-0.27,-0.41,0.19,
15.635,-0.53,0.64,-3.40,-0.36,-0.43,0.20,
15.64,-0.53,0.64,-3.40,-0.44,-0.44,0.19,
15.64,-0.34,0.56,-3.30,-0.44,-0.44,0.19,
15.644,-0.34,0.56,-3.30,-0.53,-0.46,0.19,
15.644,-0.28,0.50,-3.21,-0.53,-0.46,0.19,
15.649,-0.19,0.52,-3.05,-0.53,-0.46,0.19,
15.649,-0.19,0.52,-3.05,-0.62,-0.47,0.18,
15.653,-0.21,0.51,-2.84,-0.62,-0.47,0.18,
15.653,-0.21,0.51,-2.84,-0.71,-0.49,0.17,
15.658,-0.22,0.42,-2.57,-0.71,-0.49,0.17,
15.658,-0.22,0.42,-2.57,-0.79,-0.50,0.16,
15.663,-0.22,0.42,-2.57,-0.87,-0.51,0.16,
15.663,-0.18,0.30,-2.24,-0.87,-0.51,0.16,
15.667,-0.22,0.17,-1.84,-0.87,-0.51,0.16,
15.668,-0.22,0.17,-1.84,-0.93,-0.52,0.15,
15.68,-0.35,0.11,-1.56,-0.93,-0.52,0.15,
15.681,-0.35,0.11,-1.56,-0.99,-0.53,0.15,
15.681,-0.35,0.11,-1.56,-1.03,-0.52,0.16,
15.682,-0.39,0.04,-1.29,-1.03,-0.52,0.16,
15.682,-0.39,0.04,-1.29,-1.06,-0.52,0.17,
15.683,-0.40,0.04,-1.09,-1.06,-0.52,0.17,
15.687,-0.40,0.04,-1.09,-1.09,-0.51,0.19,
15.687,-0.41,-0.02,-0.83,-1.09,-0.51,0.19,
15.724,-0.41,-0.02,-0.83,-1.11,-0.52,0.20,
15.724,-0.51,-0.05,-0.56,-1.11,-0.52,0.20,
15.725,-0.53,-0.11,-0.43,-1.11,-0.52,0.20,
15.725,-0.53,-0.11,-0.43,-1.13,-0.54,0.22,
15.726,-0.53,-0.11,-0.43,-1.13,-0.54,0.24,
15.726,-0.45,-0.21,-0.45,-1.13,-0.54,0.24,
15.727,-0.41,-0.24,-0.42,-1.13,-0.54,0.24,
15.727,-0.41,-0.24,-0.42,-1.14,-0.54,0.26,
15.727,-0.41,-0.24,-0.42,-1.15,-0.52,0.27,
15.728,-0.39,-0.27,-0.53,-1.15,-0.52,0.27,
15.728,-0.39,-0.27,-0.53,-1.16,-0.49,0.29,
15.729,-0.38,-0.30,-0.64,-1.16,-0.49,0.29,
15.73,-0.38,-0.30,-0.64,-1.18,-0.46,0.30,
15.73,-0.39,-0.29,-0.72,-1.18,-0.46,0.30,
15.731,-0.39,-0.29,-0.72,-1.20,-0.44,0.30,
15.731,-0.50,-0.23,-0.71,-1.20,-0.44,0.30,
15.732,-0.50,-0.23,-0.71,-1.22,-0.44,0.31,
15.732,-0.58,-0.18,-0.73,-1.22,-0.44,0.31,
15.736,-0.63,-0.15,-0.61,-1.22,-0.44,0.31,
15.737,-0.63,-0.15,-0.61,-1.24,-0.44,0.32,
15.742,-0.63,-0.15,-0.61,-1.26,-0.46,0.33,
15.743,-0.69,-0.11,-0.49,-1.26,-0.46,0.33,
15.746,-0.69,-0.11,-0.49,-1.27,-0.46,0.35,
15.747,-0.68,-0.07,-0.42,-1.27,-0.46,0.35,
15.751,-0.68,-0.07,-0.42,-1.29,-0.45,0.36,
15.752,-0.60,-0.05,-0.25,-1.29,-0.45,0.36,
15.755,-0.64,-0.03,-0.04,-1.29,-0.45,0.36,
15.756,-0.64,-0.03,-0.04,-1.29,-0.45,0.36,
15.767,-0.64,-0.03,-0.04,-1.29,-0.45,0.36,
15.768,-0.63,0.08,0.16,-1.29,-0.45,0.36,
15.769,-0.73,0.17,0.31,-1.29,-0.45,0.36,
15.769,-0.73,0.17,0.31,-1.28,-0.44,0.36,
15.773,-0.73,0.17,0.31,-1.26,-0.40,0.36,
15.773,-0.89,0.34,0.50,-1.26,-0.40,0.36,
15.82,-1.14,0.39,0.59,-1.26,-0.40,0.36,
15.821,-1.14,0.39,0.59,-1.23,-0.37,0.36,
15.821,-1.14,0.39,0.59,-1.20,-0.34,0.37,
15.822,-1.29,0.43,0.61,-1.20,-0.34,0.37,
15.822,-1.42,0.38,0.61,-1.20,-0.34,0.37,
15.823,-1.42,0.38,0.61,-1.17,-0.31,0.38,
15.823,-1.49,0.42,0.63,-1.17,-0.31,0.38,
15.824,-1.49,0.42,0.63,-1.14,-0.28,0.41,
15.824,-1.56,0.42,0.60,-1.14,-0.28,0.41,
15.824,-1.56,0.42,0.60,-1.11,-0.28,0.42,
15.825,-1.68,0.42,0.53,-1.11,-0.28,0.42,
15.825,-1.68,0.42,0.53,-1.08,-0.28,0.44,
15.826,-1.81,0.30,0.36,-1.08,-0.28,0.44,
15.826,-1.81,0.30,0.36,-1.06,-0.29,0.47,
15.826,-1.73,0.25,0.26,-1.06,-0.29,0.47,
15.827,-1.73,0.25,0.26,-1.05,-0.30,0.49,
15.827,-1.64,0.10,0.14,-1.05,-0.30,0.49,
15.827,-1.64,0.10,0.14,-1.04,-0.32,0.52,
15.828,-1.57,-0.05,-0.01,-1.04,-0.32,0.52,
15.828,-1.57,-0.05,-0.01,-1.04,-0.35,0.55,
15.829,-1.40,-0.21,-0.14,-1.04,-0.35,0.55,
15.829,-1.40,-0.21,-0.14,-1.04,-0.38,0.57,
15.83,-1.27,-0.35,-0.22,-1.04,-0.38,0.57,
15.83,-1.27,-0.35,-0.22,-1.04,-0.41,0.59,
15.833,-1.29,-0.34,-0.34,-1.04,-0.41,0.59,
15.834,-1.29,-0.34,-0.34,-1.05,-0.43,0.62,
15.839,-1.09,-0.54,-0.36,-1.05,-0.43,0.62,
15.839,-1.09,-0.54,-0.36,-1.06,-0.44,0.65,
15.847,-1.09,-0.54,-0.36,-1.08,-0.45,0.69,
15.848,-0.58,-0.89,-0.32,-1.08,-0.45,0.69,
15.906,-0.14,-1.06,-0.24,-1.08,-0.45,0.69,
15.907,-0.14,-1.06,-0.24,-1.09,-0.45,0.71,
15.907,-0.14,-1.06,-0.24,-1.11,-0.46,0.72,
15.908,0.20,-1.16,-0.07,-1.11,-0.46,0.72,
15.908,0.20,-1.16,-0.07,-1.13,-0.45,0.73,
15.909,0.57,-1.25,0.24,-1.13,-0.45,0.73,
15.909,0.57,-1.25,0.24,-1.14,-0.44,0.73,
15.909,1.03,-1.41,0.63,-1.14,-0.44,0.73,
15.91,1.54,-1.47,0.94,-1.14,-0.44,0.73,
15.91,1.54,-1.47,0.94,-1.13,-0.42,0.73,
15.911,1.54,-1.47,0.94,-1.11,-0.42,0.72,
15.911,2.22,-1.53,1.24,-1.11,-0.42,0.72,
15.911,2.83,-1.63,1.77,-1.11,-0.42,0.72,
15.912,2.83,-1.63,1.77,-1.08,-0.41,0.69,
15.912,3.26,-1.65,2.18,-1.08,-0.41,0.69,
15.913,3.26,-1.65,2.18,-1.03,-0.39,0.65,
15.913,3.73,-1.86,2.89,-1.03,-0.39,0.65,
15.913,3.73,-1.86,2.89,-0.97,-0.36,0.60,
15.914,3.93,-1.78,3.57,-0.97,-0.36,0.60,
15.914,3.93,-1.78,3.57,-0.89,-0.33,0.54,
15.914,4.28,-1.87,4.08,-0.89,-0.33,0.54,
15.915,4.28,-1.87,4.08,-0.78,-0.29,0.47,
15.915,4.55,-1.87,4.38,-0.78,-0.29,0.47,
15.915,4.55,-1.87,4.38,-0.65,-0.22,0.39,
15.916,4.65,-1.77,4.52,-0.65,-0.22,0.39,
15.916,4.65,-1.77,4.52,-0.51,-0.15,0.31,
15.917,4.76,-1.75,4.54,-0.51,-0.15,0.31,
15.917,4.76,-1.75,4.54,-0.37,-0.07,0.22,
15.917,4.73,-1.66,4.42,-0.37,-0.07,0.22,
15.918,4.73,-1.66,4.42,-0.22,0.01,0.13,
16.052,4.73,-1.66,4.42,-0.09,0.07,0.04,
16.052,4.58,-1.46,4.14,-0.09,0.07,0.04,
16.053,4.17,-1.25,3.72,-0.09,0.07,0.04,
16.053,4.17,-1.25,3.72,0.04,0.11,-0.04,
16.054,3.78,-1.12,3.23,0.04,0.11,-0.04,
16.054,3.78,-1.12,3.23,0.15,0.15,-0.11,
16.054,3.53,-1.01,2.75,0.15,0.15,-0.11,
16.055,3.53,-1.01,2.75,0.24,0.18,-0.17,
16.055,3.53,-1.01,2.75,0.32,0.21,-0.23,
16.056,3.32,-0.91,2.30,0.32,0.21,-0.23,
16.056,3.01,-0.91,1.95,0.32,0.21,-0.23,
16.057,3.01,-0.91,1.95,0.38,0.23,-0.29,
16.057,2.70,-0.83,1.56,0.38,0.23,-0.29,
16.058,2.70,-0.83,1.56,0.43,0.25,-0.34,
16.058,2.70,-0.83,1.56,0.47,0.27,-0.39,
16.059,2.38,-0.73,1.26,0.47,0.27,-0.39,
16.06,2.01,-0.68,1.11,0.47,0.27,-0.39,
16.06,2.01,-0.68,1.11,0.50,0.26,-0.43,
16.061,1.66,-0.64,0.93,0.50,0.26,-0.43,
16.061,1.66,-0.64,0.93,0.52,0.24,-0.46,
16.061,1.66,-0.64,0.93,0.54,0.22,-0.48,
16.062,1.37,-0.63,0.75,0.54,0.22,-0.48,
16.062,1.37,-0.63,0.75,0.56,0.19,-0.49,
