time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.801000,19.4152,8.4467,-17.4762,27.454
1.805000,17.2565,6.5704,-13.9265,23.128
1.810000,15.4149,5.2586,-10.6282,19.448
1.815000,14.2772,4.2739,-7.5330,16.699
1.820000,13.7832,3.5213,-4.7503,14.998
1.825000,13.8976,2.9388,-2.4081,14.408
1.830000,14.3933,2.4989,-0.6908,14.625
1.834000,15.0501,2.1494,0.5562,15.213
1.839000,15.9732,1.9768,1.5695,16.171
1.844000,17.1375,1.9565,2.1752,17.385
1.849000,18.1029,1.8962,2.3706,18.356
1.854000,18.5205,1.6791,2.4379,18.756
1.859000,18.4559,1.2689,2.5092,18.669
1.864000,18.1808,0.8277,2.6741,18.395
1.868000,17.9517,0.3737,2.8896,18.187
1.873000,18.0440,-0.0507,2.9478,18.283
1.878000,18.8951,-0.2377,2.8569,19.111
1.883000,20.0900,-0.2444,2.6791,20.269
1.888000,20.9918,-0.3272,2.1823,21.107
1.893000,21.5453,-0.4251,1.4797,21.600
1.901000,21.8839,-0.3965,0.5068,21.893
1.905000,21.7874,-0.4968,-0.5218,21.799
1.908000,21.3868,-0.7304,-1.7087,21.467
1.913000,21.0594,-1.1076,-2.7699,21.270
1.925000,20.9887,-1.6387,-3.4761,21.338
1.926000,21.1245,-2.2723,-3.8150,21.586
1.927000,21.4362,-2.9082,-3.8515,21.973
1.933000,21.8101,-3.5982,-3.6098,22.398
1.937000,22.3049,-4.3950,-3.1043,22.945
1.941000,22.7784,-5.3545,-2.5294,23.536
1.946000,23.1511,-6.4109,-1.8703,24.095
1.952000,23.4219,-7.3424,-1.1281,24.572
1.957000,23.6303,-8.2922,-0.2438,25.044
1.961000,23.5602,-9.2675,0.8816,25.333
1.966000,23.1678,-10.3493,2.0510,25.457
1.971000,22.6383,-11.5277,3.2307,25.609
1.976000,22.1194,-12.7282,4.3471,25.888
1.985000,21.5342,-13.7613,5.4492,26.130
1.988000,21.0004,-14.5979,6.4904,26.386
1.992000,20.3627,-15.5625,7.4816,26.698
1.995000,19.4939,-16.8649,8.2551,27.066
2.009000,18.4824,-18.1315,9.1904,27.474
2.011000,17.2649,-19.0797,10.4264,27.764
2.012000,15.9298,-19.6520,11.7067,27.875
2.017000,14.4669,-20.1969,12.7284,27.914
2.021000,13.1437,-20.6966,13.4116,27.946
2.025000,12.1810,-21.1776,13.6382,27.980
2.030000,11.3706,-21.6161,13.5810,27.946
2.036000,10.5224,-21.8380,13.3472,27.673
2.039000,9.6571,-21.8728,12.9851,27.208
2.044000,8.9473,-21.8450,12.5667,26.743
2.049000,8.4081,-21.8821,12.1136,26.387
2.054000,7.8788,-22.0323,11.6114,26.121
2.059000,7.4068,-22.0792,11.0516,25.778
2.065000,6.9337,-22.0588,10.4342,25.368
2.068000,6.4400,-21.9665,9.8066,24.903
2.074000,5.9782,-21.6842,9.2357,24.315
